"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner"
"L_0387",197120,561850,"Larbrax Wind Farm (resubmission)",8,2.5,20,"Refused/Abandoned",NA,"03/12/2015","Dumfries and Galloway","Scotland","Scotland","25/02/2015",NA,NA,"Large",2015,"S01000948",67.43,57.47,6.06,0.88,107.72,"S12000006",1.86,94.15,116.17,51.66,21.28,9.53,9.06,13.22,16.6,11.82,0.31,75,2.36,8.4,8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809,844,42.1,45,677,142,21,532,10.3,345,258,75
"L_0388",306954,694854,"Outh Muir Wind Farm",5,2.5,12.5,"Refused/Abandoned","B0604","19/09/2014","Fife","Scotland","Scotland","02/07/2013",NA,NA,"Large",2013,"S01002772",22.27,39.85,0.62,2.3,98.31,"S12000015",2.55,6.19,43.1,8.12,2.89,5.91,8.02,8.11,19.2,8.12,0.74,284,3.09,9.2,8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333,989,43.9,46,837,248,30,607,22.9,377,310,82
"L_0389",272064,574913,"Mochrum Fell Wind Farm",11,3,33,"Refused/Abandoned","B0647","05/10/2015","Dumfries and Galloway","Scotland","Scotland","29/11/2013",NA,NA,"Large",2013,"S01001001",62.99,17.85,2.88,4.62,63.81,"S12000006",1.61,40.74,58.02,19.35,4.31,9.85,22.48,5.59,18.72,5.59,5.59,291,3.07,8.2,8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809,551,43.1,46,459,143,31,347,18.7,239,159,67
"L_0390",227500,676500,"Greenock Wind Farm",22,0,55,"Refused/Abandoned","N00069W","11/01/2010","Strathclyde","Scotland","Scotland","05/05/2003",NA,NA,"Large",2003,"S01004093",22.41,8.66,0.19,1.18,171.44,"S12000018",0.07,13.54,8.67,16.94,4.96,0.29,0.39,4.4,16.6,4.4,3.32,12,0,6,8019,12,20,0,6,13,1,0,"LD",11,0,30,65,5,0,547,51.6,52,497,53,11,298,6,400,82,20
"L_0391",286450,831550,"Glenkirk",31,3,93,"Refused/Abandoned","N00219W","17/06/2013","Highland","Scotland","Scotland","26/09/2005",NA,NA,"Large",2005,"S01003762",22.42,17.72,7.54,7.27,206.72,"S12000017",3.51,111.01,3.37,15.24,7.13,6.11,6.33,21.82,4.94,9.16,4.81,593,3.33,10.6,8018,12,80,0,8,9,57,6,"Ind",41,0,10,11.25,71.25,7.5,1090,40.9,43,876,299,34,700,24.1,453,294,65
"L_0392",344644,541475,"Hay Close Wind Farm",4,2.5,10,"Refused/Abandoned","B1298","29/10/2015","Cumbria","North West","England","18/07/2014",NA,NA,"Large",2014,"E01019316",19.48,13.42,3.89,4.72,55.43,"E07000030",0.55,1.41,8.48,14.47,1.08,13.5,1.93,22.24,3.42,14.88,3.42,186,1.94,6.9,905,1,38,15,0,10,13,NA,"NOC",20,39.4736842105263,0,26.3157894736842,34.2105263157895,NA,1494,38.6,40,1245,339,27,390,23.8,528,383,73
"L_0393",395023,865722,"Moss Side Farm",1,0.1,1,"Refused/Abandoned","IM0028","24/02/2014","Grampian","Scotland","Scotland","29/07/2013",NA,NA,"Large",2013,"S01000537",53.85,91.74,3.48,1.96,208.21,"S12000034",0.43,165.2,72.77,35.85,3.58,1.08,45.7,11.62,10.02,4.78,2.01,49,0.93,8.4,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,1056,36.6,38,808,157,19,685,12.6,372,292,78
"L_0394",260263,617355,"High Cumnock Wind Farm",8,3.4,27.2,"Refused/Abandoned","B0366","02/09/2015","Strathclyde","Scotland","Scotland","15/02/2013",NA,NA,"Large",2013,"S01001300",25.49,51.08,3.71,2.67,107.74,"S12000008",1.21,28.83,67.26,35.19,2.9,1.16,1.71,35.07,5.2,3.99,3.36,268,2.02,7.6,8010,12,32,2,14,0,1,15,"NOC",17,6.25,43.75,0,3.125,46.875,1484,39,41,1206,230,19,1005,11.1,581,435,75
"L_0395",531203,241510,"Highfield Wind Farm",5,2.5,12.5,"Refused/Abandoned","AA724","05/09/2014","Cambridgeshire","Eastern","England","12/03/2012",NA,NA,"Large",2012,"E01018228",15.45,19.28,3.98,4.79,97.71,"E07000012",0.76,9.45,109.21,20.9,4.83,2.1,1.82,28.8,10.59,28.8,2.11,46,0.47,6,501,1,42,1,19,21,1,NA,"NOC",22,2.38095238095238,45.2380952380952,50,2.38095238095238,NA,1667,41.7,45,1347,507,38,470,38.7,663,529,80
"L_0396",390214,831922,"Yowlie Wind Cluster",4,0.8,3.2,"Refused/Abandoned","AA682","15/06/2012","Grampian","Scotland","Scotland","10/01/2012",NA,NA,"Large",2012,"S01000442",19.7,65.9,3.52,1.5,174.55,"S12000034",0.15,134.03,51.3,8.61,2.01,7.23,16.14,8.24,11.63,8.25,7.35,59,1.71,7.5,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,843,40.1,43,687,222,32,582,26.8,326,260,80
"L_0397",260000,195000,"Timet UK",0,0,2,"Refused/Abandoned","N00534W","27/07/2005","West Glamorgan","Wales","Wales","15/09/2003",NA,NA,"Large",2003,"W01000759",4.59,2.4,2.12,0.41,45.44,"W06000011",0.53,4.82,20.59,8.58,1.35,6.7,0.73,2.75,2.28,2.76,2.28,50,0.13,6.9,7019,13,72,5,45,10,9,3,"Lab",37,6.94444444444444,62.5,13.8888888888889,12.5,4.16666666666667,1566,47.1,50,1342,323,24,427,21.8,655,594,91
"L_0398",343523,618249,"Barrel Law Wind Farm",8,3,24,"Refused/Abandoned","AA481","05/09/2014","Borders","Scotland","Scotland","15/02/2012",NA,NA,"Large",2012,"S01005365",57.83,16.23,7.64,3.89,66.26,"S12000026",0.84,38.33,28.7,12.25,5.01,5.26,19.4,37.12,0.08,21.36,1.98,236,2.45,7.2,8005,12,34,10,0,6,9,9,"NOC",18,29.4117647058824,0,17.6470588235294,26.4705882352941,26.4705882352941,888,44,48,746,218,29,552,21.2,341,231,68
"L_0399",438721,87123,"Vectis wind farm",5,2.5,12.5,"Refused/Abandoned","AA042","17/05/2013","Isle of Wight","South East","England","15/07/2011",NA,NA,"Large",2011,"E01017353",19.74,1.09,2.32,0.96,1.09,"E06000046",0.56,25.41,7.23,2.85,10.5,24.29,9.79,2.65,1.48,2.65,0.41,49,0.59,6.9,2121,11,40,25,1,4,10,NA,"Con",21,62.5,2.5,10,25,NA,1225,48.9,54,1057,330,31,338,26.3,542,461,85
"L_0400",450681,281599,"Swift Wind Farm (Bransford Bridge)",4,2,8,"Refused/Abandoned","B0711","05/02/2016","Warwickshire","West Midlands","England","22/11/2013",NA,NA,"Large",2013,"E01031160",16.71,34.17,4.58,1.37,134.2,"E07000220",0.9,2.14,74.39,33.18,1.56,1.42,5.1,34.89,17.96,34.89,3.69,102,0.61,6.3,3703,1,42,25,10,6,1,NA,"Con",22,59.5238095238095,23.8095238095238,14.2857142857143,2.38095238095238,NA,2134,44,46,1799,640,36,623,35.3,905,646,71
"L_0401",409250,606590,"Wandystead",0,0,3.9,"Refused/Abandoned","N00092W","10/06/2009","Northumberland","North East","England","07/01/2002",NA,NA,"Large",2002,"E01027365",17.58,14.82,21.14,0.74,14.82,"E06000048",0.42,44.07,7.11,23.91,1.04,0.36,12.35,16.05,8.79,16.05,5.4,187,2.7,7.3,2800,2,67,17,38,9,3,NA,"Lab",34,25.3731343283582,56.7164179104478,13.4328358208955,4.47761194029851,NA,2193,47.4,51,1881,710,38,620,32.6,972,670,69
"L_0402",551500,367500,"Orby Windfarm",20,0,30,"Refused/Abandoned","N00093W","14/11/2005","Lincolnshire","East Midlands","England","06/12/2002",NA,NA,"Large",2002,"E01026113",49.93,4.31,4.53,4.13,29.28,"E07000137",0.18,63.61,88.96,8.34,0.22,2.03,6.36,8.34,7.48,8.34,4.58,2,1.96,6.4,2502,1,60,8,9,8,35,NA,"Ind",31,13.3333333333333,15,13.3333333333333,58.3333333333333,NA,2027,48.6,53,1734,293,17,508,14.6,886,699,79
"L_0403",142695,934003,"Lewis Wind Farm (Barvas Moor)",176,3.09,652,"Refused/Abandoned","N00096W","22/04/2008","Western Isles","Scotland","Scotland","03/11/2004",NA,NA,"Large",2004,"S01002361",3.04,26.4,0.29,0.41,376.32,"S12000013",0.04,268.48,175.17,73.12,3.02,69.96,102.95,3.26,6.65,3.25,0.7,11,0,7.5,8032,12,31,0,4,0,24,3,"Ind",16,0,12.9032258064516,0,77.4193548387097,9.67741935483871,654,44.1,44,556,138,25,414,16.4,287,184,64
"L_0404",382373,858231,"Hill of Fishrie",5,2.3,11.3,"Refused/Abandoned","AA063","21/01/2014","Grampian","Scotland","Scotland","13/07/2011",NA,NA,"Large",2011,"S01000529",46.25,77.87,4.73,2.38,201.3,"S12000034",0.8,152.6,58.23,32.53,12.33,1.81,31.32,21.98,5.66,7.02,0.86,212,2.02,9.8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,805,44.3,48,683,145,21,543,18.6,325,278,86
"L_0405",627500,161500,"Ash Wind Farm",0,0,2,"Refused/Abandoned","N00100W","12/08/2005","Kent","South East","England","03/01/2003",NA,NA,"Large",2003,"E01024206",6.92,10.29,2.69,5.25,17.24,"E07000108",0.01,23.64,90.12,3.57,2.62,3.52,2.82,3.83,3.57,3.83,3.57,5,0,6.2,2204,1,45,22,20,3,0,NA,"NOC",23,48.8888888888889,44.4444444444444,6.66666666666667,0,NA,1799,43.2,46,1461,419,29,486,26.1,717,536,75
"L_0406",497066,239966,"Brogborough Landfill Site",6,0.9,5.4,"Refused/Abandoned","C2739","14/08/2014","Bedfordshire","Eastern","England","18/03/2014",NA,NA,"Large",2014,"E01017416",3.39,11.7,2.59,5.5,126.68,"E06000056",0.05,3,96.87,10.19,1.22,0.18,1.62,23.67,24.51,23.67,1.27,56,1.5,6,225,11,59,47,1,4,7,NA,"Con",30,79.6610169491525,1.69491525423729,6.77966101694915,11.864406779661,NA,1981,38.4,39,1574,455,29,612,27,781,602,77
"L_0407",322245,692552,"Little Raith Farm - extension",6,3,18,"Refused/Abandoned","C2318","01/07/2015","Fife","Scotland","Scotland","18/07/2014",NA,NA,"Large",2014,"S01002783",20.33,48.79,2.74,1.91,83.37,"S12000015",0.57,8.69,58.53,8.27,0.45,1.19,2.39,6.07,21.25,6.07,0.86,108,1.64,7.8,8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333,1527,35.7,35,1171,205,18,1021,11.7,615,394,64
"L_0408",407870,633489,"Belford Burn Windfarm",9,2.5,22.5,"Refused/Abandoned","B0339","06/11/2014","Northumberland","North East","England","09/07/2013",NA,NA,"Large",2013,"E01027374",26.38,4.31,17.67,0.75,4.31,"E06000048",0.79,70.19,11.64,5.6,9.31,3.59,3.89,3.62,4.06,3.62,1.17,143,2.16,8.7,2821,11,67,21,32,11,3,NA,"NOC",34,31.3432835820896,47.7611940298507,16.4179104477612,4.47761194029851,NA,2053,47.4,51,1778,442,25,618,16.3,976,583,60
