"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner"
"S_1405",268930,650960,"Craigendhill Haspielaw Farm",1,0.5,0.5,"Submitted","C2744","01/04/2014","Strathclyde","Scotland","Scotland","19/02/2014","","","Small",2014,"S01005804",25.22,42.13,1.74,4.07,129.1,"S12000029",1.39,6.63,39.76,3.3,0.75,5.37,5.02,27.11,0.07,15.24,0.07,221,1.74,8.1,8027,12,67,3,35,1,2,26,"Lab",34,4.47761194029851,52.2388059701493,1.49253731343284,2.98507462686567,38.8059701492537,3934,30.7,33,2828,907,32,2648,29.6,1372,1170,85
"S_1406",299650,647182,"Broomhill Farm (Carnwath)",1,0.5,0.5,"Submitted","C2306","19/03/2014","Strathclyde","Scotland","Scotland","01/11/2013","","","Small",2013,"S01005739",30.43,14.71,0.27,1.75,98.75,"S12000029",0.05,18.65,63.7,9.39,6.64,1.07,2.33,12.7,4.85,12.7,1.78,245,1.19,7.4,8027,12,67,3,34,1,2,27,"Lab",34,4.47761194029851,50.7462686567164,1.49253731343284,2.98507462686567,40.2985074626866,941,39.4,42,790,187,24,563,18.3,313,270,86
"S_1407",363118,750025,"Waulkmill Quarry",1,NA,0.22,"Submitted","C2221","05/11/2014","Tayside","Scotland","Scotland","18/10/2013","","","Small",2013,"S01000642",33.47,42.44,3.95,1.65,98.82,"S12000041",0.68,57.06,30.5,15.79,0.69,3.12,3.33,8.2,4.73,8.2,2.99,63,1.22,7.9,8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345,908,42.6,45,751,229,30,585,24.6,378,282,75
"S_1408",496972,469650,"North Of Main Road",1,0.5,0.5,"Submitted","C1805","27/02/2014","North Yorkshire","Yorkshire and Humber","England","30/07/2013","","","Small",2013,"E01027803",48.72,19.92,11.38,2.21,16.94,"E07000167",0.5,39.52,13.57,15.72,8.68,7.26,8.7,32.44,15.05,18.99,5.08,110,0.98,6.5,2905,1,30,17,0,3,10,NA,"Con",16,56.6666666666667,0,10,33.3333333333333,NA,1801,40.1,42,1434,408,28,548,21.7,714,456,64
"S_1409",227536,223089,"Rhydygwydd Farm",1,0.5,0.5,"Submitted","C3097","05/11/2014","Dyfed","Wales","Wales","10/06/2014","","","Small",2014,"W01000728",31.78,31.48,6.89,0.93,76.22,"W06000010",0.35,33.95,12.07,9.57,5.81,6.63,5.68,26.96,7.56,16.43,2.59,172,0.35,6.3,7009,13,74,0,22,0,24,28,"NOC",38,0,29.7297297297297,0,32.4324324324324,37.8378378378378,2072,44.8,48,1760,471,27,541,15.3,835,707,85
"S_1410",192721,206972,"Scoveston Park",1,0.8,0.8,"Submitted","C1530","21/02/2014","Dyfed","Wales","Wales","30/05/2013","","","Small",2013,"W01000588",12.6,49.26,1.13,1.13,62.24,"W06000009",0.63,64.36,4.12,11.22,1.69,1.21,0.12,48.94,2.14,6.91,2.14,56,0.88,6.9,7016,13,60,3,9,1,42,5,"Ind",31,5,15,1.66666666666667,70,8.33333333333333,2157,37.2,37,1665,237,14,710,7,931,498,53
"S_1411",380439,858583,"Mid Clochforbie",1,0.8,0.8,"Submitted","C2350","04/11/2014","Grampian","Scotland","Scotland","31/10/2013","","","Small",2013,"S01000529",46.88,76.94,6.7,2.46,201.81,"S12000034",0.46,152.05,56.99,33.83,10.62,1.46,29.73,23.91,7.62,6.25,2.07,143,0.97,8.8,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,805,44.3,48,683,145,21,543,18.6,325,278,86
"S_1412",546129,386879,"Neves Farm",1,NA,0.22,"Submitted","C2938","22/05/2014","Lincolnshire","East Midlands","England","02/05/2014","","","Small",2014,"E01026099",43.56,10.12,1.81,3.6,24.47,"E07000137",0.49,47.6,104.78,3.08,6.78,12.47,17.45,3.07,3.07,3.07,3.07,1,0.78,6.5,2502,1,60,29,11,3,17,NA,"NOC",31,48.3333333333333,18.3333333333333,5,28.3333333333333,NA,2066,47.7,52,1760,315,18,539,12.6,889,724,81
"S_1413",361158,745775,"East Mains of Colliston",1,0.1,0.1,"Submitted","C2125","05/11/2014","Tayside","Scotland","Scotland","03/10/2013","","","Small",2013,"S01000642",29.39,43.78,0.89,2.32,95.6,"S12000041",0.23,53.34,33.17,20.37,2.49,4.19,2.13,12.86,8.89,12.86,6.46,45,0.67,7.4,8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345,908,42.6,45,751,229,30,585,24.6,378,282,75
"S_1414",297004,194194,"BWLLFA FARM",1,0.5,0.5,"Submitted","C2200","19/03/2014","Mid Glamorgan","Wales","Wales","23/09/2013","","","Small",2013,"W01001287",28.53,34.16,1.3,0.8,45.15,"W06000016",1.01,12.3,11.35,15.1,8.04,10.84,1.22,25,8.41,30.09,1.69,261,0.46,5,7018,13,75,1,60,1,4,9,"Lab",38,1.33333333333333,80,1.33333333333333,5.33333333333333,12,1456,40.6,42,1202,152,13,453,11.7,623,456,73
"S_1415",354476,736989,"Balmachie Farm,",1,0.8,0.8,"Submitted","C1627","05/11/2014","Tayside","Scotland","Scotland","10/06/2013","","","Small",2013,"S01000593",18.48,45.71,1.74,1.36,90.57,"S12000041",0.3,43.74,38.43,9.53,3.39,0.44,3.08,5.23,3.7,4.25,3.7,70,1.43,7.5,8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345,1555,36,37,1173,355,30,912,21.5,504,383,76
"S_1416",353456,754600,"Bellahill Farm",1,NA,0.22,"Submitted","C2288","05/11/2014","Tayside","Scotland","Scotland","30/10/2013","","","Small",2013,"S01000689",30.24,32.13,3.79,1.77,106.78,"S12000041",0.46,51.59,21.99,21.05,1.88,4.17,8.81,12.38,2.98,12.42,0.71,156,0.59,8.2,8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345,648,40.8,44,517,153,30,424,17.5,260,156,60
"S_1417",224050,114140,"West Milton Wind Turbine",1,NA,0.05,"Submitted","C0907","30/08/2013","Cornwall","South West","England","23/11/2012","","","Small",2012,"E01018943",32.37,1,7.68,3.24,1,"E06000052",0.02,73.79,37.84,7.94,12,1.49,24.72,74.19,2.4,51.23,2.4,171,0.84,7.8,827,11,123,48,0,39,36,NA,"NOC",62,39.0243902439024,0,31.7073170731707,29.2682926829268,NA,2121,44.8,49,1765,409,23,602,16.6,897,690,77
"S_1418",500335,403081,"New River Ancholme",1,0.8,0.8,"Submitted","C2666","11/03/2014","Humberside","Yorkshire and Humber","England","31/01/2014","","","Small",2014,"E01013325",11.2,10.39,3.85,2.41,40.12,"E06000013",0.17,4.67,71.81,19.69,0.71,4.44,2.63,17.69,17.69,18.19,4.64,2,1.13,6.1,2024,11,43,23,20,0,0,NA,"Con",22,53.4883720930233,46.5116279069767,0,0,NA,1564,46.9,49,1347,359,27,421,25.2,650,562,86
"S_1419",613970,338220,"Pond Farm - resubmission",1,0.9,0.9,"Submitted","C3290","12/09/2014","Norfolk","Eastern","England","21/07/2014","","","Small",2014,"E01026733",25.69,2.32,3,5.37,7.25,"E07000147",0.36,105.56,21.77,11.1,14.16,2.28,4.3,7.08,4.31,7.08,3.96,87,1.22,7,2605,1,48,28,0,17,3,NA,"Con",25,58.3333333333333,0,35.4166666666667,6.25,NA,2322,45.9,49,1927,517,27,647,21.3,1033,716,69
"S_1420",259190,238410,"BRYN DAFYDD",1,0.8,0.8,"Submitted","C2223","05/11/2014","Dyfed","Wales","Wales","16/10/2013","","","Small",2013,"W01000650",46.79,43.5,5.57,0.7,88.7,"W06000010",0.87,31.24,15.85,15.58,19.74,13.4,14.32,24.21,8.37,11.58,2.86,296,1.01,6.2,7009,13,74,0,23,0,24,27,"NOC",38,0,31.0810810810811,0,32.4324324324324,36.4864864864865,1613,46.5,51,1389,349,25,470,18.5,716,567,79
"S_1421",467063,432238,"Pear Tree House",1,0.5,0.5,"Submitted","C2741","01/04/2014","North Yorkshire","Yorkshire and Humber","England","10/02/2014","","","Small",2014,"E01027896",15.22,30.72,3.72,5.51,62.58,"E07000169",0.71,9.37,46.61,3.31,2.51,0.79,0.19,2.89,2.89,2.89,2.89,6,0.24,6.5,2907,1,41,29,10,0,2,NA,"Con",21,70.7317073170732,24.390243902439,0,4.8780487804878,NA,1998,39.1,41,1595,410,26,619,25.7,802,655,82
"S_1422",448193,456722,"Pool Bridge Farm (resubmission)",1,0.1,0.1,"Submitted","C1819","09/09/2013","North Yorkshire","Yorkshire and Humber","England","25/06/2013","","","Small",2013,"E01027696",5.05,15.33,6.21,2.46,64.29,"E07000165",0.11,6.44,20.52,23.86,2.95,0.64,1,23.19,10.62,23.15,3.85,14,0.64,6.3,2903,1,54,31,0,19,4,NA,"Con",28,57.4074074074074,0,35.1851851851852,7.40740740740741,NA,1989,34.3,29,1476,490,33,406,44.3,549,434,79
"S_1423",357032,835431,"Greenmyres",1,0.5,0.5,"Submitted","C3309","04/11/2014","Grampian","Scotland","Scotland","28/07/2014","","","Small",2014,"S01000456",38.68,44.5,4.56,5.79,182.55,"S12000034",0.64,121.41,24.16,35.02,0.17,0.56,4.58,33.38,11.33,16.6,7.11,274,0.45,8.4,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,1132,37.7,39,875,251,29,724,20,435,293,67
"S_1424",312380,736400,"Innernyte Farm wind turbine - resubmission",1,0.5,0.5,"Submitted","C2977","04/06/2014","Tayside","Scotland","Scotland","06/05/2014","","","Small",2014,"S01005109",7.71,6.81,4.5,1.78,116.39,"S12000024",0.76,14.2,26.9,32.34,2.88,2.01,1.45,18.19,1.16,11.2,0.87,70,2,6.7,8024,12,41,10,4,5,4,18,"NOC",21,24.390243902439,9.75609756097561,12.1951219512195,9.75609756097561,43.9024390243902,1470,41.5,44,1166,399,34,899,28,583,462,79
"S_1425",361095,642215,"Morriston Farm Wind Turbine",1,NA,0.05,"Submitted","C1081","04/09/2013","Borders","Scotland","Scotland","25/03/2013","","","Small",2013,"S01005460",56.5,4.79,0.03,2.57,39.75,"S12000026",1.31,51.65,25.72,15.84,0.68,4.58,13.39,11.41,4,11.43,1.91,145,0.61,6.7,8005,12,34,10,0,6,9,9,"NOC",18,29.4117647058824,0,17.6470588235294,26.4705882352941,26.4705882352941,868,41.5,45,691,194,28,536,20.1,367,229,62
"S_1426",309445,536273,"New Grange Wind Turbine",1,NA,0.22,"Submitted","B1384","05/11/2014","Cumbria","North West","England","18/06/2014","","","Small",2014,"E01019086",45.75,3.22,2.03,4.42,25.05,"E07000026",0.41,35.45,4.38,10.26,0.9,2.75,2.03,9.46,4.8,9.38,4.8,77,1.46,7,901,1,56,12,27,0,17,NA,"NOC",29,21.4285714285714,48.2142857142857,0,30.3571428571429,NA,1120,45.6,47,942,427,45,285,47,460,375,82
"S_1427",299030,522747,"Lowca Top Road Wind Turbine",1,0.25,0.25,"Submitted","B0614","04/09/2013","Cumbria","North West","England","06/12/2012","","","Small",2012,"E01019269",54.61,15.16,2.68,1.16,8.1,"E07000029",0.04,50.43,9,8.37,0.17,0.83,0.93,24.36,6.54,24.3,6.04,95,0.63,7.3,904,1,51,15,34,0,2,NA,"Lab",26,29.4117647058824,66.6666666666667,0,3.92156862745098,NA,1566,39.9,40,1266,125,10,501,8.8,680,321,47
"S_1428",277794,645429,"Whitehill Farm",1,0.5,0.5,"Submitted","C3198","31/07/2014","Strathclyde","Scotland","Scotland","24/06/2014","","","Small",2014,"S01005738",35.67,33.65,4.74,0.2,120.67,"S12000029",0.9,0.5,49.62,3.87,2.04,2.25,5.33,34.17,2.11,9.54,0.36,181,1.44,6.8,8027,12,67,3,35,1,2,26,"Lab",34,4.47761194029851,52.2388059701493,1.49253731343284,2.98507462686567,38.8059701492537,885,36.4,38,704,103,15,619,11.3,363,201,55
"S_1429",325452,355797,"NANT Y FFRITH WIND TURBINE",1,0.5,0.5,"Submitted","C1801","25/02/2014","Clwyd","Wales","Wales","19/08/2013","","","Small",2013,"W01000310",13.04,2.19,1.8,1.87,158.8,"W06000005",0.37,20.26,33.44,26.28,0.37,6.85,5.65,10.34,2.2,14.47,2.2,290,1.68,7.5,7011,13,70,8,30,7,24,1,"NOC",36,11.4285714285714,42.8571428571429,10,34.2857142857143,1.42857142857143,1850,43.7,46,1554,481,31,534,28.8,767,639,83
"S_1430",356985,709855,"Carhurly Farm",1,0.5,0.5,"Submitted","C3261","04/09/2014","Fife","Scotland","Scotland","17/07/2014","","","Small",2014,"S01002964",14.97,58.74,2.95,0.58,66.46,"S12000015",0.74,41.96,63.6,12.73,20.55,8.29,16.07,4.91,9.78,4.92,0.75,77,2.66,8.7,8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333,638,47.8,51,564,265,47,413,32.2,334,189,57
"S_1431",309335,189825,"BRYN TAIL FARM",2,0.25,0.5,"Submitted","C2441","24/01/2014","Mid Glamorgan","Wales","Wales","18/10/2013","","","Small",2013,"W01001262",22.69,38.65,0.69,0.84,43.75,"W06000016",0.56,8.98,18.87,23.31,0.64,0.84,1.47,17.73,7.33,17.73,3.4,258,0.42,6.2,7018,13,75,1,60,1,4,9,"Lab",38,1.33333333333333,80,1.33333333333333,5.33333333333333,12,1356,33.1,27,1173,317,27,455,11.9,546,271,50
"S_1432",302501,690188,"Muirside of Kinneddar",1,NA,0.22,"Submitted","C2435","16/01/2014","Fife","Scotland","Scotland","20/11/2013","","","Small",2013,"S01002772",20.17,39.94,0.88,1.22,100.83,"S12000015",0.38,10.23,40.23,14.5,0.13,3.45,3.92,3.99,23.14,3.99,2.73,102,0.88,7.2,8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333,989,43.9,46,837,248,30,607,22.9,377,310,82
"S_1433",352571,438977,"Jack Nook Farm",1,NA,0.05,"Submitted","C1703","19/08/2013","Lancashire","North West","England","30/07/2013","","","Small",2013,"E01025281",21.83,3.53,1.25,3.26,92.32,"E07000123",0.78,0.14,35.66,12.64,0.16,4.97,1.07,12.51,14.27,7.91,3.73,40,0.72,6.5,2309,1,57,19,31,5,2,NA,"Lab",29,33.3333333333333,54.3859649122807,8.7719298245614,3.50877192982456,NA,1500,43.8,47,1224,508,42,384,42.2,583,535,92
"S_1434",325091,185209,"Clearwell Farm - wind",1,0.5,0.5,"Submitted","C3098","27/06/2014","Gwent","Wales","Wales","03/06/2014","","","Small",2014,"W01001657",25.77,24.36,1.44,3.16,47.11,"W06000022",0.52,0.99,16.33,7.48,0.2,3.57,2.29,5.25,5.25,5.25,2.01,92,0.89,7,7015,13,50,10,37,1,2,0,"Lab",26,20,74,2,4,0,1465,38,41,1153,471,41,444,42.1,547,489,89
"S_1435",240447,118931,"Bilsford Farm",1,0.1,0.1,"Submitted","C1884","18/09/2013","Devon","South West","England","13/08/2013","","","Small",2013,"E01020309",17.75,4.66,4.09,4.8,4.66,"E07000046",0.12,60.45,29.87,14.31,2.65,4.57,8.84,61.18,2.13,53.01,2.13,151,1.92,6.7,1109,1,36,16,0,6,14,NA,"NOC",19,44.4444444444444,0,16.6666666666667,38.8888888888889,NA,1679,45.2,49,1424,357,25,441,17.7,663,543,82
"S_1436",369527,136380,"Gilcombe Farm",1,0.5,0.5,"Submitted","C3308","15/09/2014","Somerset","South West","England","25/07/2014","","","Small",2014,"E01029158",19.23,4.19,0.09,1.35,50.19,"E07000189",0.72,36.87,50.08,20.54,5.92,7.14,0.98,24.19,7.87,21.99,0.93,142,0.84,6.6,3305,1,60,25,0,31,4,NA,"LD",31,41.6666666666667,0,51.6666666666667,6.66666666666667,NA,1551,35,34,1068,329,31,384,22.9,505,383,76
"S_1437",260057,108191,"Bryony Hill Farm",1,0.5,0.5,"Submitted","C2369","28/10/2014","Devon","South West","England","13/11/2013","","","Small",2013,"E01020311",28.14,25.04,2.17,3.53,25.04,"E07000046",0.3,38.52,12.98,18.98,1.15,5.18,8.7,38.82,12.98,38.83,4.66,124,2.55,6.6,1109,1,36,16,0,6,14,NA,"NOC",19,44.4444444444444,0,16.6666666666667,38.8888888888889,NA,2068,46.7,51,1751,450,26,596,15.6,940,708,75
"S_1438",387725,861054,"Ardlawhill Wood Wind Turbines - resubmission",2,0.5,1,"Submitted","C1682","04/11/2014","Grampian","Scotland","Scotland","16/07/2013","","","Small",2013,"S01000531",48.73,83.43,4.02,2.33,203.78,"S12000034",0.04,157.59,64.15,32.86,9.16,2.2,37.36,16.78,2.99,3.77,2.06,146,1.77,8.9,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,574,44.6,48,509,91,18,407,11.8,259,217,84
"S_1439",224108,114605,"Milton Farm Shop Wind Turbine",1,NA,0.05,"Submitted","C0906","30/08/2013","Cornwall","South West","England","23/11/2012","","","Small",2012,"E01018943",32.04,1.14,8.15,3.66,1.14,"E06000052",0.01,73.9,38.09,8.26,12.34,1.4,24.45,74.29,1.96,51.65,1.96,182,0.74,7.8,827,11,123,48,0,39,36,NA,"NOC",62,39.0243902439024,0,31.7073170731707,29.2682926829268,NA,2121,44.8,49,1765,409,23,602,16.6,897,690,77
"S_1440",309567,194305,"Garth Fawr Farm",1,0.5,0.5,"Submitted","C3099","27/06/2014","Mid Glamorgan","Wales","Wales","07/04/2014","","","Small",2014,"W01001377",27.17,37.88,0.69,1.1,48.1,"W06000018",0.09,12.94,14.84,19.86,0.26,1.02,1.3,20.93,7.81,20.93,2.46,210,1.09,5.6,7006,13,73,0,50,0,3,20,"Lab",37,0,68.4931506849315,0,4.10958904109589,27.3972602739726,1543,43.3,45,1300,285,22,465,18.3,672,562,84
"S_1441",381583,772084,"Highfield",1,0.8,0.8,"Submitted","C2789","04/11/2014","Grampian","Scotland","Scotland","03/03/2014","","","Small",2014,"S01000280",40.8,50.71,8.78,1.99,115.69,"S12000034",0.38,84.57,35.55,8.93,5.18,1.04,7.54,16.9,17.2,8.15,3.34,122,0.64,8.2,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,761,37.5,37,595,180,30,503,26.4,294,198,67
"S_1442",334048,541419,"Fell Hill Wind Turbine",1,0.4,0.4,"Submitted","B1403","05/11/2014","Cumbria","North West","England","03/07/2014","","","Small",2014,"E01019131",23.84,17.35,13.37,0.41,46.4,"E07000026",1.27,10.73,1.54,15.01,8.8,8.19,8.04,18.09,1.47,18.08,1.47,279,1.75,7,901,1,56,12,27,0,17,NA,"NOC",29,21.4285714285714,48.2142857142857,0,30.3571428571429,NA,1940,46,48,1647,573,35,516,30.4,781,628,80
"S_1443",343894,545019,"Toppin Hill Farm",2,0.1,0.2,"Refused/Abandoned","C1607","30/01/2014","Cumbria","North West","England","25/06/2013","","","Small",2013,"E01019315",16.18,12.04,2.97,6.8,56.6,"E07000030",0.06,0.35,10.22,17.71,1.69,10.8,0.99,18.73,5.28,13.83,5.11,133,0.73,6.5,905,1,38,15,0,10,13,NA,"NOC",20,39.4736842105263,0,26.3157894736842,34.2105263157895,NA,1699,44.9,48,1418,446,31,488,20.7,732,561,77
"S_1444",349775,837996,"Bogairdy Wind Farm",12,NA,0.18,"Refused/Abandoned","AA302","06/07/2011","Grampian","Scotland","Scotland","31/01/2011","","","Small",2011,"S01000441",42.96,43.36,1.81,3.18,186.79,"S12000034",1.06,121.44,20.86,36.22,2.18,2.5,2.39,26.82,6.82,9.06,2.78,317,2.5,9.4,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,900,42.1,45,735,185,25,572,18.9,394,253,64
"S_1445",179347,56265,"Melrose Farm Wind Turbine",1,NA,0.33,"Refused/Abandoned","AA821","21/05/2013","Cornwall","South West","England","19/06/2012","","","Small",2012,"E01018833",11.42,5.16,0.97,2.33,5.16,"E06000052",0.1,117.93,69.13,14.57,5.37,4.44,4.42,93.65,0.69,35.98,0.69,61,0.97,6.9,827,11,123,48,0,39,36,NA,"NOC",62,39.0243902439024,0,31.7073170731707,29.2682926829268,NA,1486,43.2,45,1202,321,27,389,22.4,591,469,79
"S_1446",477709,241837,"Knotwood Fields Farm (A)",1,0.1,0.1,"Refused/Abandoned","C2829","26/06/2014","Northamptonshire","East Midlands","England","17/03/2014","","","Small",2014,"E01027276",17.11,28.6,0.43,7.57,137.32,"E07000155",0.4,7.04,97.5,6.66,0.48,0.07,3.19,17.72,32.98,17.73,3.12,74,0.33,6,2706,1,42,32,1,3,6,NA,"Con",22,76.1904761904762,2.38095238095238,7.14285714285714,14.2857142857143,NA,2517,40.3,42,2003,642,32,766,38.5,1040,831,80
"S_1447",316841,655384,"Carlops Hill Wind Turbine",1,0.8,0.8,"Refused/Abandoned","AA525","03/05/2012","Borders","Scotland","Scotland","22/09/2011","","","Small",2011,"S01005476",18.64,12.92,3.4,3.86,81.04,"S12000026",0.19,15.04,71.63,28.27,1.36,0.8,12.17,5.59,3.31,5.59,0.82,282,0.61,6.8,8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294,961,39.3,43,749,404,54,574,48.6,347,272,78
"S_1448",353961,407528,"Gathurst Hall Farm",1,0.1,0.1,"Refused/Abandoned","C2539","28/04/2014","Greater Manchester","North West","England","16/12/2013","","","Small",2013,"E01006314",23.97,31.49,2.47,0.16,119.41,"E08000010",1.24,0.28,46.41,17.74,3.1,2.63,0.15,13.03,17.34,13.03,3.51,35,0,5.8,4810,5,75,1,63,2,9,NA,"Lab",38,1.33333333333333,84,2.66666666666667,12,NA,1679,45.2,47,1429,405,28,470,30.2,740,641,87
"S_1449",309902,585493,"Townfoot",1,NA,0.33,"Refused/Abandoned","IF1401","25/02/2014","Northumberland","North East","England","04/03/2013","","","Small",2013,"S01001063",45.65,16.53,3.3,0.85,71.49,"S12000006",0.11,1.86,48.33,18.33,6.23,6.96,2.3,3.53,16,3.53,2.4,68,0.55,6.4,8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809,884,45.7,49,730,183,25,505,20.8,387,278,72
"S_1450",497458,442210,"Field House Farm (resubmission)",2,NA,0.1,"Refused/Abandoned","IM0016","30/01/2014","Humberside","Yorkshire and Humber","England","02/08/2013","","","Small",2013,"E01012925",34.34,30.96,3.78,1.92,34.88,"E06000011",0.76,14.84,41,19.07,3.92,1.58,6.21,16.1,16.1,16.1,4.42,47,0.84,6.5,2021,11,67,53,6,3,5,NA,"Con",34,79.1044776119403,8.95522388059701,4.47761194029851,7.46268656716418,NA,1329,43.4,45,1090,490,45,376,39.4,534,426,80
"S_1451",276568,682732,"Greensburn Farm",1,NA,0.22,"Refused/Abandoned","C2300","18/02/2014","Central","Scotland","Scotland","06/11/2013","","","Small",2013,"S01002528",32.82,29.1,3.72,1.39,123.91,"S12000014",0.67,3.75,23.62,18.2,1.79,10.71,4.53,12.54,9.97,8.15,0.23,242,2.26,8.4,8015,12,32,2,14,0,3,13,"NOC",17,6.25,43.75,0,9.375,40.625,807,43.6,46,693,150,22,547,17.9,361,284,79
"S_1452",366958,384565,"Ivy House (HIGH LEGH)",1,0.1,0.1,"Refused/Abandoned","C2756","01/07/2014","Cheshire","North West","England","20/01/2014","","","Small",2014,"E01018598",14.75,50.07,0.36,0.62,145.8,"E06000049",0.75,0.3,27.23,6.57,4.8,0.79,5.79,6.68,5.52,16.19,3.73,58,1.68,6.5,621,11,82,51,16,4,11,NA,"Con",42,62.1951219512195,19.5121951219512,4.8780487804878,13.4146341463415,NA,1581,42.4,46,1300,524,40,475,42.7,649,508,78
"S_1453",296349,105776,"Queensborough Farm wind turbine",1,NA,0.22,"Refused/Abandoned","C1350","19/08/2013","Devon","South West","England","24/05/2013","","","Small",2013,"E01020044",12.62,11.89,1.79,5.23,21.61,"E07000042",0.51,4.9,20.2,25.07,6.87,8.01,4.37,16.28,15.86,15.86,4.63,227,1.81,7.8,1103,1,42,24,0,6,12,NA,"Con",22,57.1428571428571,0,14.2857142857143,28.5714285714286,NA,1602,44.5,48,1313,517,39,434,36.9,671,514,77
"S_1454",354252,863462,"Ley Farm Wind Turbine",1,0.85,0.85,"Refused/Abandoned","AA458","31/08/2012","Grampian","Scotland","Scotland","09/08/2011","","","Small",2011,"S01000525",34.53,66.54,6.26,2.51,210.53,"S12000034",0.09,147.12,45.43,55.55,1.74,2.12,13.78,19.11,8.32,19.11,3.2,94,1.09,8.2,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,1047,45.1,48,877,205,23,653,13,416,322,77
"S_1455",298051,659364,"Pateshill WTW Wind Turbine - resubmission",1,0.85,0.85,"Refused/Abandoned","C1687","13/01/2014","Lothian","Scotland","Scotland","16/07/2013","","","Small",2013,"S01006295",21.77,24.79,1.02,2.9,99.83,"S12000040",1.12,6.41,55.34,12.32,0.34,1.91,2.15,14.59,7.25,14.59,2.5,290,1.82,7.9,8029,12,33,1,16,0,1,15,"NOC",17,3.03030303030303,48.4848484848485,0,3.03030303030303,45.4545454545455,881,35.1,37,668,172,26,592,23.5,327,213,65
"S_1456",367977,761236,"Glenskinno Farm Wind Turbines",2,NA,0.11,"Refused/Abandoned","B0285","18/05/2012","Tayside","Scotland","Scotland","12/01/2012","","","Small",2012,"S01000707",44.6,40.41,1.53,4.51,107.93,"S12000041",1.22,67.18,26,5.17,3.01,3.99,2.84,1.92,3.1,1.93,1.93,68,0.97,8.1,8003,12,29,4,1,1,8,15,"SNP",15,13.7931034482759,3.44827586206897,3.44827586206897,27.5862068965517,51.7241379310345,625,41.6,44,516,161,31,404,24.3,270,194,72
"S_1457",159053,39986,"Prosper Hill wind turbine",1,NA,0.05,"Refused/Abandoned","C1167","17/01/2014","Cornwall","South West","England","03/04/2013","","","Small",2013,"E01018980",16.31,1.75,4.29,0.67,1.75,"E06000052",0.39,142.21,92.97,20.8,0.22,0.56,1.66,68.43,9.86,10.07,0.88,61,0.61,7.4,827,11,123,31,8,36,48,NA,"NOC",62,25.2032520325203,6.50406504065041,29.2682926829268,39.0243902439024,NA,1407,44.3,45,1170,302,26,390,16.4,577,435,75
